user_id,trip_date,origin,destination,distance_km,mode_chosen,baseline_mode,co2_trip_g,co2_baseline_g,co2_saved_g,cost_trip_inr,cost_baseline_inr,money_saved_inr,cumulative_co2_saved_g,cumulative_money_saved_inr
U001,2024-11-07,Goregaon,Andheri,7.0,Bus_BEST,Car_Petrol,130.2,993.5,863.3,9.1,45.7,36.6,157520.8,6273.0
U001,2024-11-07,Santacruz,BKC,8.0,Metro,Car_Petrol,61.7,1225.7,1164.0,18.0,51.1,33.1,158684.8,6306.1
U001,2024-11-08,Goregaon,Andheri,7.0,Bus_BEST,Car_Petrol,112.8,1052.5,939.7,9.4,42.0,32.6,159624.5,6338.7
U001,2024-11-08,Andheri,Churchgate,30.0,Metro,Car_Petrol,243.7,3793.5,3549.8,38.0,195.9,157.9,163174.3,6496.6
U001,2024-11-09,Andheri,Churchgate,30.0,Metro,Car_Petrol,244.3,4210.3,3966.0,,194.3,153.3,167140.3,6649.9
U001,2024-11-11,Andheri,Churchgate,30.0,Metro,Car_Petrol,241.3,3984.2,3742.9,40.6,175.2,134.6,170883.2,6784.5
U001,2024-11-11,Andheri,Churchgate,30.0,Metro,Car_Petrol,242.3,4785.3,4543.0,39.7,185.2,145.5,175426.2,6930.0
U001,2024-11-11,Andheri,Churchgate,30.0,Metro,Car_Petrol,222.0,4401.9,4179.9,39.1,189.2,150.1,179606.1,7080.1
U001,2024-11-14,Andheri,Churchgate,30.0,Metro,Car_Petrol,258.0,4493.4,4235.4,42.0,189.2,147.2,183841.5,7227.3
U001,2024-11-15,Andheri,Churchgate,30.0,Metro,Car_Petrol,254.4,4361.6,4107.2,38.2,194.7,156.5,187948.7,7383.8
U001,2024-11-20,Andheri,Churchgate,30.0,Car_EV,Car_Petrol,4410.6,4684.8,274.2,,193.9,150.8,188222.9,7534.6
U001,2024-11-20,Andheri,Churchgate,30.0,Metro,Car_Petrol,230.7,4631.1,4400.4,41.5,194.4,152.9,192623.3,7687.5
U001,2024-11-23,Andheri,Churchgate,30.0,Metro,Car_Petrol,242.2,4392.2,4150.0,,217.0,173.8,196773.3,7861.3
U001,2024-11-26,Andheri,Churchgate,30.0,Metro,Car_Petrol,227.2,4821.4,4594.2,42.9,190.7,147.8,201367.5,8009.1
U001,2024-11-27,Andheri,Churchgate,30.0,Metro,Car_Petrol,255.3,4481.1,4225.8,39.2,186.5,147.3,205593.3,8156.4
U001,2024-11-28,Malad,Bandra,15.0,Bus_BEST,Car_Petrol,253.3,2057.9,1804.6,12.1,105.1,93.0,207397.9,8249.4
U001,2024-11-30,Andheri,Churchgate,30.0,Metro,Car_Petrol,244.1,4462.2,4218.1,39.1,209.3,170.2,211616.0,8419.6
U001,2024-12-01,Andheri,Churchgate,30.0,Metro,Car_Petrol,230.4,4554.9,4324.5,40.2,184.4,144.2,215940.5,8563.8
U001,2024-12-02,Andheri,Churchgate,30.0,Metro,Car_Petrol,192.2,4410.4,4218.2,36.4,206.8,170.4,220158.7,8734.2
U001,2024-12-03,Andheri,Churchgate,30.0,Metro,Car_Petrol,190.8,4348.7,4157.9,39.0,177.0,138.0,224316.6,8872.2
U001,2024-12-04,Worli,Nariman Point,8.0,Local_Train,Car_Petrol,50.8,1288.5,1237.7,9.0,59.5,50.5,225554.3,8922.7
U001,2024-12-06,Andheri,Churchgate,30.0,Metro,Car_Petrol,246.4,4176.7,3930.3,40.5,212.4,171.9,229484.6,9094.6
U001,2024-12-07,Andheri,Churchgate,30.0,Metro,Car_Petrol,250.5,3826.5,3576.0,38.3,200.2,161.9,233060.6,9256.5
U001,2024-12-07,Andheri,Churchgate,30.0,Metro,Car_Petrol,243.2,4799.4,4556.2,40.1,203.4,163.3,237616.8,9419.8
U001,2024-12-07,Andheri,Churchgate,30.0,Metro,Car_Petrol,245.1,4167.8,3922.7,40.3,199.3,159.0,241539.5,9578.8
U001,2024-12-11,Andheri,Churchgate,30.0,Metro,Car_Petrol,263.3,4376.4,4113.1,,188.6,149.8,245652.6,9728.6
U001,2024-12-12,Andheri,Churchgate,30.0,Metro,Car_Petrol,250.7,4356.2,4105.5,42.5,206.7,164.2,249758.1,9892.8
U001,2024-12-17,Andheri,Churchgate,30.0,Metro,Car_Petrol,265.0,4713.4,4448.4,34.1,208.2,174.1,254206.5,10066.9
U001,2024-12-18,Andheri,Churchgate,30.0,Metro,Car_Petrol,244.1,4758.5,4514.4,41.5,187.9,146.4,258720.9,10213.3
U001,2024-12-18,Bandra,CST,24.0,Bus_BEST,Car_Petrol,395.7,3322.5,2926.8,17.2,155.8,138.6,261647.7,10351.9
U001,2024-12-24,Bandra,CST,24.0,Bus_BEST,Car_Petrol,415.9,3793.0,3377.1,19.5,146.4,126.9,265024.8,10478.8
U001,2024-12-26,Andheri,Churchgate,30.0,Metro,Car_Petrol,219.9,4737.1,4517.2,35.9,194.5,158.6,269542.0,10637.4
U001,2024-12-27,Andheri,Churchgate,30.0,Metro,Car_Petrol,230.9,4444.3,4213.4,43.0,192.4,149.4,273755.4,10786.8
U001,2024-12-27,Andheri,Churchgate,30.0,Metro,Car_Petrol,244.3,4647.0,4402.7,37.5,207.2,169.7,278158.1,10956.5
U001,2024-12-28,Andheri,Churchgate,30.0,Metro,Car_Petrol,243.9,4669.3,4425.4,41.0,210.6,169.6,282583.5,11126.1
U001,2025-01-06,Andheri,Churchgate,30.0,Metro,Car_Petrol,237.4,4384.0,4146.6,38.5,184.6,146.1,286730.1,11272.2
U001,2025-01-08,Ghatkopar,BKC,10.5,Auto,Car_Petrol,723.4,1541.8,818.4,40.1,70.8,30.7,287548.5,11302.9
U001,2025-01-15,Bandra,CST,24.0,Bus_BEST,Car_Petrol,434.0,3656.7,3222.7,17.7,162.9,145.2,290771.2,11448.1
U001,2025-01-16,Andheri,Churchgate,30.0,Bus_BEST,Car_Petrol,552.5,4078.5,3526.0,19.8,178.0,158.2,294297.2,11606.3
U001,2025-01-18,Borivali,Lower Parel,40.0,Bus_BEST,Car_Petrol,791.8,5815.3,5023.5,,272.5,244.7,299320.7,11851.0
U001,2025-01-18,Andheri,Churchgate,30.0,Metro,Car_Petrol,250.6,4173.5,3922.9,39.1,180.6,141.5,303243.6,11992.5
U001,2025-01-20,Andheri,Churchgate,30.0,Bus_BEST,Car_Petrol,481.9,4756.0,4274.1,20.1,190.0,169.9,307517.7,12162.4
U001,2025-01-21,Andheri,Churchgate,30.0,Metro,Car_Petrol,215.7,4358.8,4143.1,,186.2,143.2,311660.8,12305.6
U001,2025-01-22,Andheri,Churchgate,30.0,Metro,Car_Petrol,275.8,4501.4,4225.6,37.2,179.7,142.5,315886.4,12448.1
U001,2025-01-24,Andheri,Churchgate,30.0,Metro,Car_Petrol,245.9,4391.5,4145.6,41.4,205.8,164.4,320032.0,12612.5
U001,2025-01-26,Kurla,Nariman Point,26.0,Car_EV,Car_Petrol,3365.9,3793.5,427.6,35.3,161.0,125.7,320459.6,12738.2
U001,2025-01-29,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,152.0,3888.6,3736.6,13.5,165.7,152.2,324196.2,12890.4
U001,2025-01-30,Sion,Dadar,5.0,Local_Train,Car_Petrol,29.0,713.0,684.0,7.2,32.5,25.3,324880.2,12915.7
U001,2025-02-02,Andheri,Churchgate,30.0,Metro,Car_Petrol,256.5,4395.9,4139.4,38.9,202.2,163.3,329019.6,13079.0
U001,2025-02-02,Andheri,Churchgate,30.0,Metro,Car_Petrol,215.5,4394.3,4178.8,45.2,185.6,140.4,333198.4,13219.4
U001,2025-02-03,Andheri,Churchgate,30.0,Metro,Car_Petrol,279.0,4346.0,4067.0,42.8,199.8,157.0,337265.4,13376.4
U001,2025-02-06,Andheri,Churchgate,30.0,Metro,Car_Petrol,273.8,4526.8,4253.0,41.4,192.7,151.3,341518.4,13527.7
U001,2025-02-08,Andheri,Churchgate,30.0,Auto,Car_Petrol,2315.0,4340.8,2025.8,87.9,185.2,97.3,343544.2,13625.0
U001,2025-02-10,Andheri,Churchgate,30.0,Metro,Car_Petrol,219.3,4797.7,4578.4,41.4,204.9,163.5,348122.6,13788.5
U001,2025-02-10,Andheri,Churchgate,30.0,Metro,Car_Petrol,191.6,4579.6,4388.0,37.6,215.3,177.7,352510.6,13966.2
U001,2025-02-11,Andheri,Churchgate,30.0,Metro,Car_Petrol,210.0,4140.5,3930.5,42.8,197.0,154.2,356441.1,14120.4
U001,2025-02-12,Thane,Dadar,28.0,Bus_BEST,Car_Petrol,510.7,4258.1,3747.4,19.7,176.5,156.8,360188.5,14277.2
U001,2025-02-13,Andheri,Churchgate,30.0,Metro,Car_Petrol,247.6,4286.9,4039.3,38.3,187.8,149.5,364227.8,14426.7
U001,2025-02-14,Bandra,CST,24.0,Local_Train,Car_Petrol,151.1,3576.1,3425.0,14.1,162.3,148.2,367652.8,14574.9
U001,2025-02-15,Andheri,Churchgate,30.0,Metro,Car_Petrol,195.7,4277.7,4082.0,38.8,195.1,156.3,371734.8,14731.2
U001,2025-02-17,Andheri,Churchgate,30.0,Metro,Car_Petrol,230.5,3952.8,3722.3,35.7,184.6,148.9,375457.1,14880.1
U001,2025-02-19,Andheri,Churchgate,30.0,Metro,Car_Petrol,272.8,4435.2,4162.4,36.1,178.5,142.4,379619.5,15022.5
U001,2025-02-21,Borivali,Lower Parel,40.0,Local_Train,Car_Petrol,237.7,5495.4,5257.7,19.5,265.0,245.5,384877.2,15268.0
U001,2025-02-22,Andheri,Churchgate,30.0,Metro,Car_Petrol,,4533.2,4323.7,45.0,182.7,137.7,389200.9,15405.7
U001,2025-02-23,Andheri,Churchgate,30.0,Metro,Car_Petrol,237.3,4478.8,4241.5,42.3,191.1,148.8,393442.4,15554.5
U001,2025-02-24,Andheri,Churchgate,30.0,Metro,Car_Petrol,221.5,4305.9,4084.4,42.6,210.9,168.3,397526.8,15722.8
U001,2025-02-26,Andheri,Churchgate,30.0,Metro,Car_Petrol,248.0,4845.3,4597.3,43.8,186.9,143.1,402124.1,15865.9
U001,2025-02-27,Andheri,Churchgate,30.0,Metro,Car_Petrol,240.5,4164.9,3924.4,40.9,205.3,164.4,406048.5,16030.3
U001,2025-02-27,Andheri,Churchgate,30.0,Metro,Car_Petrol,253.0,4301.4,4048.4,38.5,185.0,146.5,410096.9,16176.8
U001,2025-02-28,Andheri,Churchgate,30.0,Metro,Car_Petrol,210.8,4191.2,3980.4,38.7,203.5,164.8,414077.3,16341.6
U002,2024-09-01,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,149.0,4240.7,4091.7,14.4,173.9,159.5,4091.7,159.5
U002,2024-09-03,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,173.0,4108.2,3935.2,16.4,173.1,156.7,8026.9,316.2
U002,2024-09-03,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,134.9,3574.4,3439.5,14.2,163.9,149.7,11466.4,465.9
U002,2024-09-03,Malad,Bandra,15.0,Car_EV,Car_Petrol,1713.9,2128.4,414.5,22.8,100.6,77.8,11880.9,543.7
U002,2024-09-07,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,159.1,3695.7,3536.6,14.3,172.2,157.9,15417.5,701.6
U002,2024-09-07,Thane,Dadar,28.0,Local_Train,Car_Petrol,172.8,4029.9,3857.1,17.8,199.2,181.4,19274.6,883.0
U002,2024-09-10,Andheri,Churchgate,30.0,Bus_BEST,Car_Petrol,485.1,4208.5,3723.4,23.1,189.0,165.9,22998.0,1048.9
U002,2024-09-10,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,151.7,3731.5,3579.8,16.2,179.9,163.7,26577.8,1212.6
U002,2024-09-11,Malad,Bandra,15.0,Local_Train,Car_Petrol,94.8,2331.5,2236.7,12.4,93.1,80.7,28814.5,1293.3
U002,2024-09-11,Bandra,CST,24.0,Local_Train,Car_Petrol,156.2,3897.8,3741.6,14.4,154.1,139.7,32556.1,1433.0
U002,2024-09-12,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,139.3,3550.9,3411.6,15.6,163.6,148.0,35967.7,1581.0
U002,2024-09-14,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,161.7,3647.7,3486.0,15.7,164.8,149.1,39453.7,1730.1
U002,2024-09-18,Andheri,Churchgate,30.0,Car_EV,Car_Petrol,3707.4,4487.4,780.0,38.4,193.5,155.1,40233.7,1885.2
U002,2024-09-19,Vile Parle,Andheri,5.5,Auto,Car_Petrol,434.9,749.7,314.8,16.4,38.4,22.0,40548.5,1907.2
U002,2024-09-19,Vile Parle,Andheri,5.5,Bus_BEST,Car_Petrol,83.4,823.7,740.3,8.7,36.6,27.9,41288.8,1935.1
U002,2024-09-20,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,138.4,3951.9,3813.5,16.5,179.4,162.9,45102.3,2098.0
U002,2024-09-24,Malad,Bandra,15.0,Metro,Car_Petrol,118.1,2297.8,2179.7,24.3,97.6,73.3,47282.0,2171.3
U002,2024-09-26,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,172.2,3946.5,3774.3,17.8,179.8,162.0,51056.3,2333.3
U002,2024-09-27,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,155.4,3745.0,3589.6,15.6,170.9,155.3,54645.9,2488.6
U002,2024-09-27,Sion,Dadar,5.0,Local_Train,Car_Petrol,30.6,733.3,702.7,7.3,31.2,23.9,55348.6,2512.5
U002,2024-09-28,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,140.5,3621.1,3480.6,17.3,177.9,160.6,58829.2,2673.1
U002,2024-09-28,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,171.3,3937.3,3766.0,15.6,181.5,165.9,62595.2,2839.0
U002,2024-09-29,Kurla,Nariman Point,26.0,Cab_Petrol,Car_Petrol,4069.2,4156.5,87.3,250.8,174.4,-76.4,62682.5,2762.6
U002,2024-09-30,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,148.1,3936.9,3788.8,16.1,176.0,159.9,66471.3,2922.5
U002,2024-10-03,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,165.8,3714.3,3548.5,16.1,179.8,163.7,70019.8,3086.2
U002,2024-10-04,Vile Parle,Andheri,5.5,Auto,Car_Petrol,350.3,854.5,504.2,17.8,35.3,17.5,70524.0,3103.7
U002,2024-10-04,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,158.7,4303.2,4144.5,16.8,162.9,146.1,74668.5,3249.8
U002,2024-10-04,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,139.8,3894.8,3755.0,14.7,172.1,157.4,78423.5,3407.2
U002,2024-10-05,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,156.3,3954.7,3798.4,15.2,183.6,168.4,82221.9,3575.6
U002,2024-10-08,Kurla,Nariman Point,26.0,Bus_BEST,Car_Petrol,426.4,3978.4,3552.0,20.9,171.5,150.6,85773.9,3726.2
U002,2024-10-09,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,188.9,3539.3,3350.4,14.9,174.3,159.4,89124.3,3885.6
U002,2024-10-10,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,149.9,3768.9,3619.0,15.8,169.6,153.8,92743.3,4039.4
U002,2024-10-10,Kurla,Nariman Point,26.0,Car_EV,Car_Petrol,3347.5,3749.1,401.6,32.4,171.5,139.1,93144.9,4178.5
U002,2024-10-11,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,165.2,4008.6,3843.4,15.4,164.5,149.1,96988.3,4327.6
U002,2024-10-11,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,143.5,3986.2,3842.7,15.2,173.6,158.4,100831.0,4486.0
U002,2024-10-12,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,161.2,3824.8,3663.6,14.1,176.4,162.3,104494.6,4648.3
U002,2024-10-12,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,151.3,3737.6,3586.3,16.1,156.3,140.2,108080.9,4788.5
U002,2024-10-16,Santacruz,BKC,8.0,Bus_BEST,Car_Petrol,139.3,1084.2,944.9,10.5,48.1,37.6,109025.8,4826.1
U002,2024-10-16,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,144.9,3845.0,3700.1,14.7,154.2,139.5,112725.9,4965.6
U002,2024-10-20,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,182.4,3664.3,3481.9,14.9,181.5,166.6,116207.8,5132.2
U002,2024-10-22,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,170.4,3640.5,3470.1,16.5,161.2,144.7,119677.9,5276.9
U002,2024-10-23,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,156.5,4026.2,3869.7,15.1,172.0,156.9,123547.6,5433.8
U002,2024-10-24,Borivali,Lower Parel,40.0,Local_Train,Car_Petrol,,6163.3,5881.8,20.1,283.2,263.1,129429.4,5696.9
U002,2024-10-24,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,157.2,3754.0,3596.8,14.3,171.8,157.5,133026.2,5854.4
U002,2024-10-25,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,173.1,3546.1,3373.0,15.3,173.3,158.0,136399.2,6012.4
U002,2024-10-27,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,156.6,3689.1,3532.5,14.3,161.9,147.6,139931.7,6160.0
U002,2024-10-28,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,162.1,4039.1,3877.0,14.7,171.8,157.1,143808.7,6317.1
U002,2024-10-29,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,154.7,3938.0,3783.3,14.5,160.6,146.1,147592.0,6463.2
U002,2024-10-31,Bandra,CST,24.0,Local_Train,Car_Petrol,145.4,3468.2,3322.8,15.6,141.2,125.6,150914.8,6588.8
U002,2024-11-02,Worli,Nariman Point,8.0,Bus_BEST,Car_Petrol,138.3,1187.5,1049.2,8.9,52.1,43.2,151964.0,6632.0
U002,2024-11-03,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,145.6,3448.8,3303.2,15.7,171.7,156.0,155267.2,6788.0
U002,2024-11-03,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,149.7,3434.2,3284.5,15.1,164.5,149.4,158551.7,6937.4
U002,2024-11-04,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,152.6,4228.4,4075.8,17.1,162.7,145.6,162627.5,7083.0
U002,2024-11-07,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,159.6,3945.5,3785.9,16.4,167.2,150.8,166413.4,7233.8
U002,2024-11-07,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,155.5,3848.3,3692.8,13.9,162.9,149.0,170106.2,7382.8
U002,2024-11-07,Bandra,CST,24.0,Auto,Car_Petrol,2145.2,3481.5,1336.3,80.2,161.8,81.6,171442.5,7464.4
U002,2024-11-07,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,169.2,3509.0,3339.8,15.4,172.8,157.4,174782.3,7621.8
U002,2024-11-08,Santacruz,BKC,8.0,Local_Train,Car_Petrol,,1242.8,1195.7,7.8,56.2,48.4,175978.0,7670.2
U002,2024-11-09,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,177.6,3629.3,3451.7,16.5,166.0,149.5,179429.7,7819.7
U002,2024-11-10,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,185.2,3983.5,3798.3,15.6,169.6,154.0,183228.0,7973.7
U002,2024-11-11,Ghatkopar,BKC,10.5,Bus_BEST,Car_Petrol,142.0,1564.3,1422.3,11.0,68.8,57.8,184650.3,8031.5
U002,2024-11-12,Kurla,Nariman Point,26.0,Car_EV,Car_Petrol,3374.4,3838.0,463.6,31.2,165.8,134.6,185113.9,8166.1
U002,2024-11-12,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,145.2,3597.4,3452.2,13.9,152.2,138.3,188566.1,8304.4
U002,2024-11-16,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,168.5,3600.0,3431.5,15.1,172.8,157.7,191997.6,8462.1
U002,2024-11-16,Kurla,Nariman Point,26.0,Local_Train,Car_Petrol,175.3,3923.0,3747.7,15.7,188.7,173.0,195745.3,8635.1
U002,2024-11-17,Ghatkopar,BKC,10.5,Metro,Car_Petrol,76.6,1560.2,1483.6,20.3,71.6,51.3,197228.9,8686.4
U002,2024-11-18,Sion,Dadar,5.0,Local_Train,Car_Petrol,24.4,741.7,717.3,5.3,35.7,30.4,197946.2,8716.8
U002,2024-11-18,Ghatkopar,BKC,10.5,Car_EV,Car_Petrol,1444.9,1576.2,131.3,14.1,71.3,57.2,198077.5,8774.0
U002,2024-11-20,Ghatkopar,BKC,10.5,Local_Train,Car_Petrol,63.9,1403.5,1339.6,9.6,67.7,58.1,199417.1,8832.1
U002,2024-11-24,Vile Parle,Andheri,5.5,Bus_BEST,Car_Petrol,77.9,855.3,777.4,8.1,36.9,28.8,200194.5,8860.9
U002,2024-11-25,Ghatkopar,BKC,10.5,Metro,Car_Petrol,105.2,1526.3,1421.1,16.9,71.8,54.9,201615.6,8915.8
