Category,Model,Distance_KM,Target_Fare,CO2_Emission,Category_Enc
Personal,MG ZS EV,47.49539132541333,87.86647395201466,55,0
Public_Taxi,BluSmart,47.49539132541333,977.6647395201466,50,1
Public_Taxi,Uber Green,47.49539132541333,1264.88939180992,55,1
Personal,Tata Nexon.ev,48.315969620653405,74.88975291201277,53,0
Personal,Tata Tiago.ev,48.315969620653405,61.36128141822982,48,0
Personal,MG ZS EV,48.315969620653405,89.38454379820881,55,0
Public_Taxi,BluSmart,48.315969620653405,992.845437982088,50,1
Public_Taxi,Uber Green,48.315969620653405,1284.5832708956818,55,1
Personal,Tata Nexon.ev,40.6114700577066,62.94777858944522,53,0
Personal,Tata Tiago.ev,40.6114700577066,51.57656697328738,48,0
Personal,MG ZS EV,40.6114700577066,75.13121960675721,55,0
Public_Taxi,BluSmart,40.6114700577066,850.312196067572,50,1
Public_Taxi,Uber Green,40.6114700577066,1099.6752813849585,55,1
Personal,Tata Nexon.ev,15.926074689495163,24.6854157687175,53,0
Personal,Tata Tiago.ev,15.926074689495163,20.226114855658857,48,0
Personal,MG ZS EV,15.926074689495163,29.463238175566055,55,0
Public_Taxi,BluSmart,15.926074689495163,393.6323817556605,50,1
Public_Taxi,Uber Green,15.926074689495163,507.2257925478839,55,1
Personal,Tata Nexon.ev,5.78593358631281,8.968197058784854,53,0
Personal,Tata Tiago.ev,5.78593358631281,7.348135654617269,48,0
Personal,MG ZS EV,5.78593358631281,10.703977134678698,55,0
Public_Taxi,BluSmart,5.78593358631281,206.03977134678698,50,1
Public_Taxi,Uber Green,5.78593358631281,263.86240607150745,55,1
Personal,Tata Nexon.ev,34.527418299095686,53.51749836359831,53,0
Personal,Tata Tiago.ev,34.527418299095686,43.84982123985152,48,0
Personal,MG ZS EV,34.527418299095686,63.875723853327024,55,0
Public_Taxi,BluSmart,34.527418299095686,737.7572385332702,50,1
Public_Taxi,Uber Green,34.527418299095686,953.6580391782965,55,1
Personal,Tata Nexon.ev,22.567472193240462,34.979581899522714,53,0
Personal,Tata Tiago.ev,22.567472193240462,28.660689685415388,48,0
Personal,MG ZS EV,22.567472193240462,41.74982355749486,55,0
Public_Taxi,BluSmart,22.567472193240462,516.4982355749486,50,1
Public_Taxi,Uber Green,22.567472193240462,666.6193326377711,55,1
Personal,Tata Nexon.ev,6.979873507394163,10.81880393646095,53,0
Personal,Tata Tiago.ev,6.979873507394163,8.864439354390587,48,0
Personal,MG ZS EV,6.979873507394163,12.912765988679201,55,0
Public_Taxi,BluSmart,6.979873507394163,228.127659886792,50,1
Public_Taxi,Uber Green,6.979873507394163,292.5169641774599,55,1
Personal,Tata Nexon.ev,25.263668595452238,39.15868632295096,53,0
Personal,Tata Tiago.ev,25.263668595452238,32.084859116224344,48,0
Personal,MG ZS EV,25.263668595452238,46.737786901586645,55,0
Public_Taxi,BluSmart,25.263668595452238,566.3778690158664,50,1
Public_Taxi,Uber Green,25.263668595452238,731.3280462908538,55,1
Personal,Tata Nexon.ev,2.6850375346457014,4.161808178700837,53,0
Personal,Tata Tiago.ev,2.6850375346457014,3.409997669000041,48,0
Personal,MG ZS EV,2.6850375346457014,4.967319439094548,55,0
Public_Taxi,BluSmart,2.6850375346457014,148.67319439094547,50,1
Public_Taxi,Uber Green,2.6850375346457014,189.44090083149683,55,1
Personal,Tata Nexon.ev,45.556699701860325,70.61288453788349,53,0
Personal,Tata Tiago.ev,45.556699701860325,57.85700862136261,48,0
Personal,MG ZS EV,45.556699701860325,84.27989444844161,55,0
Public_Taxi,BluSmart,45.556699701860325,941.798944484416,50,1
Public_Taxi,Uber Green,45.556699701860325,1218.3607928446477,55,1
Personal,Tata Nexon.ev,13.68021909840083,21.204339602521284,53,0
Personal,Tata Tiago.ev,13.68021909840083,17.373878254969053,48,0
Personal,MG ZS EV,13.68021909840083,25.308405332041538,55,0
Public_Taxi,BluSmart,13.68021909840083,352.08405332041536,50,1
Public_Taxi,Uber Green,13.68021909840083,453.32525836161994,55,1
Personal,Tata Nexon.ev,33.463591933345114,51.86856749668492,53,0
Personal,Tata Tiago.ev,33.463591933345114,42.4987617553483,48,0
Personal,MG ZS EV,33.463591933345114,61.90764507668847,55,0
Public_Taxi,BluSmart,33.463591933345114,718.0764507668846,50,1
Public_Taxi,Uber Green,33.463591933345114,928.1262064002827,55,1
Personal,Tata Nexon.ev,16.273842728381137,25.22445622899076,53,0
Personal,Tata Tiago.ev,16.273842728381137,20.667780265044044,48,0
Personal,MG ZS EV,16.273842728381137,30.106609047505106,55,0
Public_Taxi,BluSmart,16.273842728381137,400.06609047505106,50,1
Public_Taxi,Uber Green,16.273842728381137,515.5722254811473,55,1
Personal,Tata Nexon.ev,26.48333303771273,41.04916620845473,53,0
Personal,Tata Tiago.ev,26.48333303771273,33.633832957895166,48,0
Personal,MG ZS EV,26.48333303771273,48.99416611976855,55,0
Public_Taxi,BluSmart,26.48333303771273,588.9416611976856,50,1
Public_Taxi,Uber Green,26.48333303771273,760.5999929051055,55,1
Personal,Tata Nexon.ev,27.788803687820703,43.07264571612208,53,0
Personal,Tata Tiago.ev,27.788803687820703,35.291780683532295,48,0
Personal,MG ZS EV,27.788803687820703,51.4092868224683,55,0
Public_Taxi,BluSmart,27.788803687820703,613.092868224683,50,1
Public_Taxi,Uber Green,27.788803687820703,791.9312885076969,55,1
Personal,Tata Nexon.ev,10.057868320750824,15.589695897163775,53,0
Personal,Tata Tiago.ev,10.057868320750824,12.773492767353547,48,0
Personal,MG ZS EV,10.057868320750824,18.607056393389026,55,0
Public_Taxi,BluSmart,10.057868320750824,285.07056393389024,50,1
Public_Taxi,Uber Green,10.057868320750824,366.38883969801975,55,1
Personal,Tata Nexon.ev,48.50964676046337,75.18995247871821,53,0
Personal,Tata Tiago.ev,48.50964676046337,61.60725138578848,48,0
Personal,MG ZS EV,48.50964676046337,89.74284650685723,55,0
Public_Taxi,BluSmart,48.50964676046337,996.4284650685723,50,1
Public_Taxi,Uber Green,48.50964676046337,1289.2315222511209,55,1
Personal,Tata Nexon.ev,38.98150834469461,60.421337934276636,53,0
Personal,Tata Tiago.ev,38.98150834469461,49.50651559776215,48,0
Personal,MG ZS EV,38.98150834469461,72.11579043768504,55,0
Public_Taxi,BluSmart,38.98150834469461,820.1579043768503,50,1
Public_Taxi,Uber Green,38.98150834469461,1060.5562002726706,55,1
Personal,Tata Nexon.ev,47.035448136645265,72.90494461180015,53,0
Personal,Tata Tiago.ev,47.035448136645265,59.73501913353949,48,0
Personal,MG ZS EV,47.035448136645265,87.01557905279374,55,0
Public_Taxi,BluSmart,47.035448136645265,969.1557905279374,50,1
Public_Taxi,Uber Green,47.035448136645265,1253.8507552794863,55,1
Personal,Tata Nexon.ev,44.84654017095479,69.51213726497991,53,0
Personal,Tata Tiago.ev,44.84654017095479,56.955106017112584,48,0
Personal,MG ZS EV,44.84654017095479,82.96609931626637,55,0
Public_Taxi,BluSmart,44.84654017095479,928.6609931626635,50,1
Public_Taxi,Uber Green,44.84654017095479,1201.3169641029149,55,1
Personal,Tata Nexon.ev,30.29709896174317,46.96050339070191,53,0
Personal,Tata Tiago.ev,30.29709896174317,38.47731568141383,48,0
Personal,MG ZS EV,30.29709896174317,56.04963307922487,55,0
Public_Taxi,BluSmart,30.29709896174317,659.4963307922486,50,1
Public_Taxi,Uber Green,30.29709896174317,852.1303750818361,55,1
Personal,Tata Nexon.ev,46.171837516132726,71.56634815000572,53,0
Personal,Tata Tiago.ev,46.171837516132726,58.63823364548856,48,0
Personal,MG ZS EV,46.171837516132726,85.41789940484554,55,0
Public_Taxi,BluSmart,46.171837516132726,953.1789940484555,50,1
Public_Taxi,Uber Green,46.171837516132726,1233.1241003871855,55,1
Personal,Tata Nexon.ev,5.3361326005440555,8.271005530843285,53,0
Personal,Tata Tiago.ev,5.3361326005440555,6.77688840269095,48,0
Personal,MG ZS EV,5.3361326005440555,9.871845311006503,55,0
Public_Taxi,BluSmart,5.3361326005440555,197.718453110065,50,1
Public_Taxi,Uber Green,5.3361326005440555,253.06718241305734,55,1
Personal,Tata Nexon.ev,10.603160258538114,16.434898400734074,53,0
Personal,Tata Tiago.ev,10.603160258538114,13.466013528343405,48,0
Personal,MG ZS EV,10.603160258538114,19.615846478295513,55,0
Public_Taxi,BluSmart,10.603160258538114,295.1584647829551,50,1
Public_Taxi,Uber Green,10.603160258538114,379.4758462049148,55,1
Personal,Tata Nexon.ev,3.216137156616365,4.985012592755365,53,0
Personal,Tata Tiago.ev,3.216137156616365,4.0844941889027835,48,0
Personal,MG ZS EV,3.216137156616365,5.949853739740275,55,0
Public_Taxi,BluSmart,3.216137156616365,158.49853739740274,50,1
Public_Taxi,Uber Green,3.216137156616365,202.18729175879275,55,1
Personal,Tata Nexon.ev,16.94118620739995,26.258838621469923,53,0
Personal,Tata Tiago.ev,16.94118620739995,21.51530648339794,48,0
Personal,MG ZS EV,16.94118620739995,31.34119448368991,55,0
Public_Taxi,BluSmart,16.94118620739995,412.4119448368991,50,1
Public_Taxi,Uber Green,16.94118620739995,531.5884689775988,55,1
Personal,Tata Nexon.ev,20.045187194784617,31.070040151916153,53,0
Personal,Tata Tiago.ev,20.045187194784617,25.457387737376465,48,0
Personal,MG ZS EV,20.045187194784617,37.083596310351545,55,0
Public_Taxi,BluSmart,20.045187194784617,469.83596310351544,50,1
Public_Taxi,Uber Green,20.045187194784617,606.0844926748308,55,1
Personal,Tata Nexon.ev,14.2961025569209,22.15895896322739,53,0
Personal,Tata Tiago.ev,14.2961025569209,18.156050247289542,48,0
Personal,MG ZS EV,14.2961025569209,26.447789730303665,55,0
Public_Taxi,BluSmart,14.2961025569209,363.4778973030366,50,1
Public_Taxi,Uber Green,14.2961025569209,468.1064613661016,55,1
Personal,Tata Nexon.ev,41.608137948444536,64.49261382008902,53,0
Personal,Tata Tiago.ev,41.608137948444536,52.84233519452456,48,0
Personal,MG ZS EV,41.608137948444536,76.9750552046224,55,0
Public_Taxi,BluSmart,41.608137948444536,868.7505520462239,50,1
Public_Taxi,Uber Green,41.608137948444536,1123.5953107626688,55,1
Personal,Tata Nexon.ev,18.480913007985876,28.645415162378104,53,0
Personal,Tata Tiago.ev,18.480913007985876,23.470759520142064,48,0
Personal,MG ZS EV,18.480913007985876,34.18968906477387,55,0
Public_Taxi,BluSmart,18.480913007985876,440.8968906477387,50,1
Public_Taxi,Uber Green,18.480913007985876,568.541912191661,55,1
Personal,Tata Nexon.ev,14.765790974681657,22.886976010756566,53,0
Personal,Tata Tiago.ev,14.765790974681657,18.752554537845704,48,0
Personal,MG ZS EV,14.765790974681657,27.316713303161066,55,0
Public_Taxi,BluSmart,14.765790974681657,372.16713303161066,50,1
Public_Taxi,Uber Green,14.765790974681657,479.37898339235977,55,1
Personal,Tata Nexon.ev,27.592108074754176,42.76776751586897,53,0
Personal,Tata Tiago.ev,27.592108074754176,35.041977254937805,48,0
Personal,MG ZS EV,27.592108074754176,51.045399938295226,55,0
Public_Taxi,BluSmart,27.592108074754176,609.4539993829522,50,1
Public_Taxi,Uber Green,27.592108074754176,787.2105937941002,55,1
Personal,Tata Nexon.ev,7.9052870237633694,12.25319488683322,53,0
Personal,Tata Tiago.ev,7.9052870237633694,10.03971452017948,48,0
Personal,MG ZS EV,7.9052870237633694,14.624780993962235,55,0
Public_Taxi,BluSmart,7.9052870237633694,245.24780993962233,50,1
Public_Taxi,Uber Green,7.9052870237633694,314.72688857032085,55,1
Personal,Tata Nexon.ev,40.307652056947944,62.476860688269305,53,0
Personal,Tata Tiago.ev,40.307652056947944,51.19071811232389,48,0
Personal,MG ZS EV,40.307652056947944,74.5691563053537,55,0
Public_Taxi,BluSmart,40.307652056947944,844.6915630535369,50,1
Public_Taxi,Uber Green,40.307652056947944,1092.3836493667507,55,1
Personal,Tata Nexon.ev,4.652981540308771,7.212121387478594,53,0
Personal,Tata Tiago.ev,4.652981540308771,5.909286556192138,48,0
Personal,MG ZS EV,4.652981540308771,8.608015849571226,55,0
Public_Taxi,BluSmart,4.652981540308771,185.08015849571225,50,1
Public_Taxi,Uber Green,4.652981540308771,236.67155696741048,55,1
Personal,Tata Nexon.ev,49.35745989342535,76.50406283480929,53,0
Personal,Tata Tiago.ev,49.35745989342535,62.683974064650194,48,0
Personal,MG ZS EV,49.35745989342535,91.3113008028369,55,0
Public_Taxi,BluSmart,49.35745989342535,1012.113008028369,50,1
Public_Taxi,Uber Green,49.35745989342535,1309.5790374422083,55,1
Personal,Tata Nexon.ev,38.839993695536215,60.20199022808113,53,0
Personal,Tata Tiago.ev,38.839993695536215,49.32679199333099,48,0
Personal,MG ZS EV,38.839993695536215,71.853988336742,55,0
Public_Taxi,BluSmart,38.839993695536215,817.53988336742,50,1
Public_Taxi,Uber Green,38.839993695536215,1057.1598486928692,55,1
Personal,Tata Nexon.ev,10.737068395174449,16.642456012520395,53,0
Personal,Tata Tiago.ev,10.737068395174449,13.63607686187155,48,0
Personal,MG ZS EV,10.737068395174449,19.86357653107273,55,0
Public_Taxi,BluSmart,10.737068395174449,297.63576531072727,50,1
Public_Taxi,Uber Green,10.737068395174449,382.6896414841868,55,1
Personal,Tata Nexon.ev,1.2705837390565176,1.969404795537602,53,0
Personal,Tata Tiago.ev,1.2705837390565176,1.6136413486017773,48,0
Personal,MG ZS EV,1.2705837390565176,2.3505799172545574,55,0
Public_Taxi,BluSmart,1.2705837390565176,122.50579917254558,50,1
Public_Taxi,Uber Green,1.2705837390565176,155.4940097373564,55,1
Personal,Tata Nexon.ev,40.95760999428688,63.48429549114465,53,0
Personal,Tata Tiago.ev,40.95760999428688,52.01616469274433,48,0
Personal,MG ZS EV,40.95760999428688,75.77157848943072,55,0
Public_Taxi,BluSmart,40.95760999428688,856.7157848943073,50,1
Public_Taxi,Uber Green,40.95760999428688,1107.982639862885,55,1
Personal,Tata Nexon.ev,35.63600984853324,55.23581526522652,53,0
Personal,Tata Tiago.ev,35.63600984853324,45.257732507637215,48,0
Personal,MG ZS EV,35.63600984853324,65.9266182197865,55,0
Public_Taxi,BluSmart,35.63600984853324,758.266182197865,50,1
Public_Taxi,Uber Green,35.63600984853324,980.2642363647979,55,1
Personal,Tata Nexon.ev,36.72135123400838,56.91809441271298,53,0
Personal,Tata Tiago.ev,36.72135123400838,46.63611606719064,48,0
Personal,MG ZS EV,36.72135123400838,67.93449978291551,55,0
Public_Taxi,BluSmart,36.72135123400838,778.3449978291551,50,1
Public_Taxi,Uber Green,36.72135123400838,1006.3124296162011,55,1
Personal,Tata Nexon.ev,38.79224698761134,60.12798283079757,53,0
Personal,Tata Tiago.ev,38.79224698761134,49.266153674266405,48,0
Personal,MG ZS EV,38.79224698761134,71.76565692708098,55,0
Public_Taxi,BluSmart,38.79224698761134,816.6565692708099,50,1
Public_Taxi,Uber Green,38.79224698761134,1056.0139277026722,55,1
Personal,Tata Nexon.ev,4.628187934970428,7.173691299204163,53,0
Personal,Tata Tiago.ev,4.628187934970428,5.877798677412444,48,0
Personal,MG ZS EV,4.628187934970428,8.562147679695292,55,0
Public_Taxi,BluSmart,4.628187934970428,184.62147679695292,50,1
Public_Taxi,Uber Green,4.628187934970428,236.07651043929027,55,1
Personal,Tata Nexon.ev,18.564820698669358,28.7754720829375,53,0
Personal,Tata Tiago.ev,18.564820698669358,23.577322287310086,48,0
Personal,MG ZS EV,18.564820698669358,34.34491829253832,55,0
Public_Taxi,BluSmart,18.564820698669358,442.4491829253831,50,1
Public_Taxi,Uber Green,18.564820698669358,570.5556967680645,55,1
Personal,Tata Nexon.ev,6.677583916731356,10.350255070933601,53,0
Personal,Tata Tiago.ev,6.677583916731356,8.480531574248822,48,0
Personal,MG ZS EV,6.677583916731356,12.353530245953008,55,0
Public_Taxi,BluSmart,6.677583916731356,222.5353024595301,50,1
Public_Taxi,Uber Green,6.677583916731356,285.26201400155253,55,1
Personal,Tata Nexon.ev,43.29206786790408,67.10270519525132,53,0
Personal,Tata Tiago.ev,43.29206786790408,54.980926192238186,48,0
Personal,MG ZS EV,43.29206786790408,80.09032555562256,55,0
Public_Taxi,BluSmart,43.29206786790408,899.9032555562255,50,1
Public_Taxi,Uber Green,43.29206786790408,1164.009628829698,55,1
Personal,Tata Nexon.ev,31.541608214550337,48.889492732553016,53,0
Personal,Tata Tiago.ev,31.541608214550337,40.05784243247893,48,0
Personal,MG ZS EV,31.541608214550337,58.351975196918126,55,0
