Vehicle Type,Fuel Type,Engine Size,Age of Vehicle,Mileage,Speed,Acceleration,Road Type,Traffic Conditions,Temperature,Humidity,Wind Speed,Air Pressure,CO2 Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Emission Level
Car,Petrol,2.821121906385306,0,197303,37.348664240106444,4.687720727430404,City,Heavy,4.252070882241636,67.48691043430617,16.241622262434056,1019.4681152008313,184.50405782538576,0.13656603404929785,0.02264759300631509,0.024840772026441756,0.05445725942203065,Medium
Truck,Electric,2.2110149652242588,25,184884,61.041999322527516,2.9711606262062205,Rural,Moderate,-3.762007198702663,80.40685720128099,10.372128602558366,999.9532011688821,403.5488172901991,1.3422551662760096,0.05223223992908747,0.030424698939512496,0.05038301509454611,High
Truck,Petrol,5.109435047590033,27,63271,6.999992674176201,4.96428046946365,City,Free flow,26.055946629000005,19.70068456093681,12.554736664732541,964.5126777876393,399.81627553805464,1.8174186576123548,0.13141958638215231,0.013282447278928114,0.08650428472997676,High
Motorcycle,Diesel,2.6551172988066645,18,77585,18.449283430074715,4.269096359316452,Rural,Moderate,29.597323736562444,97.3152926405532,17.323516637856315,960.2233191295359,110.72445993443732,1.3988082708537546,0.06628559754003054,0.09107939230571907,0.08198374391119775,Low
Truck,Electric,2.26085945037438,10,124147,113.71887203629144,4.767989679074765,City,Free flow,9.714246095780002,54.664047570579946,9.519864984908113,1040.5376327493043,456.2430460625936,1.1515373960534712,0.16992759334232646,0.09399562568952995,0.08034698716479304,High
Motorcycle,Electric,3.6220196324228926,4,15628,65.14264212376068,1.638313856425195,City,Moderate,24.44962697167726,91.44906616130567,15.125207251057155,988.2521839541333,149.54581427884028,0.43419147785994894,0.12708748169571624,0.017460154064410073,0.09390538621475841,Low
Bus,Hybrid,1.532805969868766,0,259517,7.613916439204544,0.7466799738363322,Rural,Moderate,9.44771450853478,66.38810596638406,12.561747182100886,1019.5722617254901,187.9067028780661,1.9060982116326393,0.019497737948072035,0.023220714994975016,0.04370937586050542,Medium
Motorcycle,Hybrid,4.971424299921006,19,139337,83.17053105234875,3.9843605689756267,Rural,Moderate,-1.7961338181818025,64.94268507767725,8.534898825950988,995.6198082287697,147.1623631695595,1.290064283725837,0.02675682262076428,0.02847770875892238,0.06305327920916318,Low
Bus,Electric,1.1876633471348084,29,274604,7.416344409484168,3.9309855148456623,Highway,Free flow,9.858403066563916,34.558608924018316,15.78096732755905,1023.0928919873742,484.51874486482467,0.29194977321790133,0.06331277424877535,0.026282653429561362,0.07025930307358347,High
Bus,Hybrid,5.93181207032269,12,259970,88.66490724556475,1.057244697027816,City,Moderate,17.84936977408197,77.05901434260879,2.103182357404385,969.3308881359683,184.75762551598282,1.862524139973303,0.1189795575892134,0.0946512615825476,0.05249595455076928,Medium
Bus,Petrol,4.815672800342618,7,3477,89.99552660640322,3.823723270674564,City,Free flow,-7.950284296155554,2.9786317199877677,11.62440434616296,998.4567919167732,487.13116458774675,1.081550159482022,0.1880063545878489,0.03351881334183495,0.031947593002616376,High
Bus,Electric,1.8333215439776966,5,264346,78.12947708991032,2.9098667902070305,City,Moderate,22.72421953411851,55.58204821197654,0.9282151474491096,987.6866353001365,337.0724264445406,0.398727795081962,0.029617177059877,0.0437373089397808,0.09091141708087384,High
Car,Diesel,0.8287150090427325,28,113846,87.86454535432196,0.5476257245083649,Highway,Heavy,27.130398450239277,3.2139063203434737,3.1233825550934657,974.5053700478168,129.45408978285948,0.5304141263265961,0.1678266451555236,0.01618333187906279,0.0910653140884215,Low
Truck,Petrol,5.040399427965138,16,244000,10.555893721566928,2.508917987851044,Highway,Free flow,32.998512885428056,30.687187277882224,11.977472748222652,1009.7711137801839,299.22922479070087,1.9388415711190596,0.11883600687453189,0.06656066500841228,0.07909504001763905,Medium
Truck,Diesel,4.475658188007609,11,273994,87.21366628263212,4.655690004193392,Highway,Moderate,-4.861471987534651,9.629578021149,6.152133931988999,1003.6973294350644,447.01894032769934,0.9296029372781743,0.0791444947679705,0.033940589073412894,0.04115048578048329,High
Truck,Electric,4.5908372738131344,0,235693,16.402598366865956,2.532287727226144,Rural,Moderate,-9.995320307086383,91.15910283511077,5.249499774926911,999.5691230323159,302.75365390711926,0.8973808528405521,0.13216339177603253,0.03206812452951023,0.010256211351281136,High
Bus,Hybrid,4.810605802766918,2,133878,40.740708872621255,3.9434949477673604,City,Free flow,-6.3366815488918835,62.82603665388541,19.11677384138907,1009.110273714411,109.66797495567724,1.0237195736975455,0.15915247319904227,0.09794112990052836,0.05420789430617577,Low
Car,Hybrid,1.18503218901727,13,262329,113.12943042007595,0.1445499332097827,Rural,Moderate,36.205840189305405,66.8510616874164,7.318112457775459,964.2530769647105,179.12082291985772,1.4309887326963429,0.07815715324218153,0.013472154184596154,0.0572133974442572,Medium
Truck,Petrol,2.664021788430218,25,24718,60.34505731909681,3.640407064312968,Highway,Moderate,28.27778605206305,85.11284242910621,11.294829404516127,987.0548334186924,151.16332326002163,0.7935382744824053,0.18474084458285858,0.026839425356140617,0.053915815366635804,Medium
Truck,Diesel,1.4025191095306746,7,187274,116.09117184996165,4.734186930687386,Rural,Moderate,31.77178233805835,73.30324752624556,10.684975425557376,982.4674273417593,106.63502231455857,0.899981211547279,0.11467865727752259,0.05618752674048775,0.018684205752540883,Low
Car,Diesel,5.288137814553086,10,156287,10.670695066408506,2.4976389244646793,City,Moderate,15.850689858298615,12.419557614735933,1.2403684627596667,1026.9175420753452,197.2788787989773,1.5176248010028812,0.03981250493146589,0.06060342348136141,0.08091000760432647,Medium
Truck,Diesel,4.0411502595033015,26,280602,57.30679194758161,1.688549565127932,Highway,Heavy,16.335993728193767,61.75383332595575,13.485514767210063,953.5724074943774,347.4782413356905,0.9762739003113915,0.11388775891460265,0.07417458001793148,0.05789246234932103,High
Bus,Petrol,2.520669729233776,13,130293,7.488278433224478,3.2332525244344863,Highway,Moderate,4.925279491959225,97.81707303929707,10.258026393417442,978.1931092851637,222.12942675703857,1.4557875344577782,0.1554399102403747,0.028820093689798112,0.029961607323278565,Medium
Car,Diesel,1.1305034214873229,7,147078,75.62523148791418,4.581306075466097,Highway,Moderate,32.13765259840819,21.411589092671413,7.628342335965228,1041.829431018428,249.71078067871346,1.9282132960277056,0.12144963718077631,0.04546475146983587,0.09608502433451704,Medium
Bus,Petrol,2.417108072921444,28,225152,9.444840164221965,0.8838482526667146,Rural,Heavy,31.488479154189214,61.97139311191505,1.3203363213252084,980.035064891535,194.29684911750573,1.9287977580207865,0.12098339816523135,0.03584629777959088,0.03718702186193709,Medium
Car,Petrol,2.490953274539085,2,76820,21.044136304845278,2.0184710501135488,Highway,Moderate,9.608567286108077,56.36143141213322,5.86027969973429,965.1899475546809,497.51231666690705,0.9493122862426513,0.015271911441212897,0.08510453438624557,0.044372962062789005,High
Motorcycle,Hybrid,4.593952127357933,6,225751,31.059637208313656,0.7814514049092058,City,Heavy,6.463353523573694,39.164604579481036,17.681907516119985,1025.7345396424382,313.7889702376709,0.5450209260655152,0.09803368996758773,0.04238230929103643,0.04612654443148582,High
Bus,Diesel,4.1152988510471085,27,81234,89.84926219973798,2.4832711610994638,Rural,Moderate,26.918663562651247,95.46353836656881,3.474227466149382,954.7844190530357,425.2470861891653,0.5773420870257695,0.0794603508899952,0.03350090544508299,0.046128181886583554,High
Car,Electric,5.413506261396898,18,129282,19.675454258168973,2.7021100651527954,Highway,Free flow,-8.691593083103314,35.64003856150063,4.386672795032418,992.6319849873215,248.59805360915686,1.6565217430292243,0.01831973772870467,0.06551430761293292,0.0678450462768854,Medium
Bus,Diesel,3.255517610842136,3,271246,101.59584639516814,4.721018073608301,Highway,Moderate,32.997444925919396,9.368044268622844,4.105880621395428,1035.5357759645065,125.88679834879946,0.25146821819253057,0.13942255672008286,0.019676132903622197,0.035549517959828913,Low
Motorcycle,Hybrid,1.4218900788791689,24,234501,15.828472659696104,2.062575768838137,City,Free flow,12.312399465708644,96.25429837941306,17.81609638513667,1045.4094810714241,431.0634422473107,0.17678677953370198,0.04479286601350218,0.08640629386644433,0.09130518128642598,High
Motorcycle,Electric,4.508872893559574,15,126328,4.22933388841876,2.8347830676984915,City,Free flow,12.067212327143043,72.92202068154315,13.999909654366537,974.9019756953444,393.54553405552906,1.3946923378644178,0.07648444622696134,0.03511324128908758,0.06155255513944583,High
Truck,Electric,4.756082252807867,12,84079,47.40545027636014,4.4263128702707615,City,Heavy,23.453892369369733,34.24498756182287,17.63686126109604,979.6202233769615,198.4140397636027,1.8292153402059148,0.11974269948749106,0.084161108210804,0.08919133181462569,Medium
Bus,Diesel,3.718641427361381,19,94437,117.53299703655541,1.6070250008807934,Rural,Moderate,22.28746801552657,28.051162508971416,18.274929997536663,1006.7251104878644,322.88792044724585,0.5385259242523663,0.09365421947656741,0.0992239326008072,0.09256449000628565,High
Motorcycle,Petrol,4.809029335763717,18,79570,13.241067334653266,3.3708193448379498,Rural,Free flow,3.2987033028183372,92.80266646100598,18.559350703197794,972.6551558335101,92.06064211251602,0.20369378580766026,0.1433362459330234,0.011919264931817017,0.0791835854738956,Low
Car,Diesel,3.367737101094832,4,92656,12.206213284755485,3.7858092441104825,City,Free flow,37.16393022570484,27.354997596019505,9.714312256680893,965.0744066543124,61.84508552736075,1.8010464011993395,0.17050493623122168,0.027277496279827798,0.03192916748251265,Low
Motorcycle,Petrol,3.5182107127863693,22,197937,90.13998129547487,1.6526411734350472,City,Heavy,39.316498966632786,53.71576726963012,9.524477021171258,992.5981511057963,417.0916439193526,0.7729040972166987,0.04215674670023996,0.07720794359323323,0.03967688065793753,High
Bus,Hybrid,3.0232132954644584,4,172492,37.459403279227836,0.8217059276532224,City,Free flow,16.299450714809254,21.49550712064897,16.578456805135335,957.2248079545881,473.86757310436275,1.1444696074623468,0.06293288600314818,0.01745464062713957,0.030628405770437336,High
Motorcycle,Electric,0.932179459069295,19,156454,86.07379406708603,2.5145477095113664,City,Free flow,18.06903990851735,99.52146139151824,6.638533483039599,1039.421997119459,204.8268574486299,1.6888701211931556,0.04530527471620374,0.050180890244220185,0.051118299305419584,Medium
Truck,Electric,1.3610354203651833,23,38795,24.001270733203604,1.7840086506665083,City,Heavy,17.71589817118118,76.95085862716691,0.4442225903984731,983.4196621941646,318.9079161422226,0.5750061822211733,0.10484699806027103,0.023550137884295892,0.055989878489173917,High
Motorcycle,Electric,0.9634317655710182,3,51425,55.20863930377955,1.3323121589610698,Rural,Heavy,14.289370408913047,56.763494015371066,6.63095434030641,983.6284124646653,372.78110110461023,1.2423210856278,0.025058670303617796,0.052277825307974014,0.04047234218541194,High
Truck,Hybrid,4.109334138571659,1,57402,31.834785329870144,4.867106553470525,Rural,Heavy,37.25935268389128,74.58264491828112,14.327006608106881,1029.1373113179068,385.7191436819061,1.9838685717647198,0.1508413677100514,0.01113091917143898,0.08851772754928057,High
Truck,Petrol,2.4346511015968986,25,207275,54.18338578549043,2.5107650935076657,City,Heavy,2.23762244887061,91.63679666008213,2.4722810322413857,984.1548357405956,266.48205523830893,1.5084882247344236,0.03430885647428048,0.02354885652258195,0.045599613066959616,Medium
Bus,Hybrid,3.444567594056455,12,238723,92.29165111023646,4.282388469217119,Highway,Heavy,-4.602091187230547,96.3124194420589,15.695617157978187,1026.0906856953782,325.97700400247857,0.8549471626437295,0.18988619775902593,0.03474594412077857,0.07338348594936367,High
Motorcycle,Petrol,5.519345664415684,29,203567,91.44119285731941,0.9765870527167958,City,Heavy,36.47736421624156,78.60188844254586,16.30948634892498,968.1242014009072,345.6737278012244,1.5592349024664829,0.16967037715668493,0.02780990608083022,0.08504824303759537,High
Truck,Petrol,2.09631959157415,15,95117,61.89267452084684,4.697213824495653,Rural,Free flow,0.6519157105576348,84.90659683332264,2.0182473206868523,1002.8988337430038,96.46488482324716,0.14136826798144425,0.1941648368782639,0.04252152868125629,0.024488002072589783,Low
Car,Electric,2.9339911997852743,21,261712,111.40462124652612,3.972157172845109,Highway,Free flow,27.4577676771043,39.779392458639705,1.956785728988637,1026.8511469497723,340.29977544215944,0.5091458597255302,0.01771037559695654,0.02304295729467688,0.07434227934994739,High
Truck,Diesel,4.7288659204238535,1,209125,31.65409229379288,4.043460780945712,City,Moderate,0.1936654616057556,39.182299517296634,3.9762429306590086,994.9899103027076,279.8859541761448,1.5148889667492489,0.04898031064870761,0.08387205435302769,0.02436881316617474,Medium
